Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
039 DP - Vila Gustavo;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
039 DP - Vila Gustavo;2025;ROUBO DE CARGA;0;0;10;0;0;;;;;;;;10
039 DP - Vila Gustavo;2025;FURTO - OUTROS;1720;1790;2010;1840;1950;;;;;;;;9310
039 DP - Vila Gustavo;2025;FURTO DE VEÍCULO;340;510;420;420;630;;;;;;;;2320
039 DP - Vila Gustavo;2024;HOMICÍDIO DOLOSO (2);0;20;0;0;0;0;0;0;0;1;0;0;30
039 DP - Vila Gustavo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;20;0;0;0;0;0;0;0;1;0;0;30
039 DP - Vila Gustavo;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;20;10;10;0;0;0;0;1;0;0;1;1;70
039 DP - Vila Gustavo;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2024;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;1;1;0;0;1;3;60
039 DP - Vila Gustavo;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;1;0;0;0;0;0;0;10
039 DP - Vila Gustavo;2024;LESÃO CORPORAL DOLOSA;320;280;600;430;360;37;37;35;59;42;40;39;4880
039 DP - Vila Gustavo;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;130;80;140;130;230;10;10;16;18;15;18;15;1730
039 DP - Vila Gustavo;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;20;0;10;1;0;1;0;0;4;0;90
039 DP - Vila Gustavo;2024;LATROCÍNIO;0;10;0;0;0;0;0;0;0;0;0;0;10
039 DP - Vila Gustavo;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;20;0;0;0;0;0;0;0;0;0;0;20
039 DP - Vila Gustavo;2024;TOTAL DE ESTUPRO (4);30;0;30;30;60;4;6;3;3;2;2;3;380
039 DP - Vila Gustavo;2024;ESTUPRO;0;0;10;0;20;1;0;2;1;0;1;0;80
039 DP - Vila Gustavo;2024;ESTUPRO DE VULNERÁVEL;30;0;20;30;40;3;6;1;2;2;1;3;300
039 DP - Vila Gustavo;2024;TOTAL DE ROUBO - OUTROS (1);780;590;660;740;610;71;61;64;47;63;49;55;7480
039 DP - Vila Gustavo;2024;ROUBO - OUTROS;780;590;630;740;600;70;60;64;47;63;49;54;7410
039 DP - Vila Gustavo;2024;ROUBO DE VEÍCULO;40;30;30;0;40;9;3;3;5;4;2;3;430
039 DP - Vila Gustavo;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2024;ROUBO DE CARGA;0;0;30;0;10;1;1;0;0;0;0;1;70
039 DP - Vila Gustavo;2024;FURTO - OUTROS;1700;1830;1830;1640;1990;164;161;174;178;178;147;166;2067
039 DP - Vila Gustavo;2024;FURTO DE VEÍCULO;350;440;450;430;330;51;56;36;51;53;54;30;5310
039 DP - Vila Gustavo;2023;HOMICÍDIO DOLOSO (2);0;10;0;0;0;0;0;1;0;1;0;1;40
039 DP - Vila Gustavo;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;0;0;0;0;0;1;0;4;0;1;70
039 DP - Vila Gustavo;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;10;10;0;0;0;0;0;0;1;30
039 DP - Vila Gustavo;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;TENTATIVA DE HOMICÍDIO;0;0;0;10;10;0;0;0;0;0;0;0;20
039 DP - Vila Gustavo;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;10;0;0;0;0;0;0;0;0;0;10
039 DP - Vila Gustavo;2023;LESÃO CORPORAL DOLOSA;420;380;470;400;360;34;37;43;43;49;47;58;5140
039 DP - Vila Gustavo;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;150;120;170;180;100;9;10;6;21;15;17;14;1640
039 DP - Vila Gustavo;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;10;30;0;0;0;2;0;1;1;80
039 DP - Vila Gustavo;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;TOTAL DE ESTUPRO (4);10;40;30;20;50;2;0;3;6;3;1;4;340
039 DP - Vila Gustavo;2023;ESTUPRO;0;0;0;0;0;0;0;1;1;0;0;1;30
039 DP - Vila Gustavo;2023;ESTUPRO DE VULNERÁVEL;10;40;30;20;50;2;0;2;5;3;1;3;310
039 DP - Vila Gustavo;2023;TOTAL DE ROUBO - OUTROS (1);950;1070;900;770;720;62;50;72;48;68;66;80;8870
039 DP - Vila Gustavo;2023;ROUBO - OUTROS;940;1040;880;760;710;61;48;72;48;68;66;76;8720
039 DP - Vila Gustavo;2023;ROUBO DE VEÍCULO;80;60;30;50;30;5;5;6;4;7;3;3;580
039 DP - Vila Gustavo;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2023;ROUBO DE CARGA;10;30;20;10;10;1;2;0;0;0;0;4;150
039 DP - Vila Gustavo;2023;FURTO - OUTROS;1880;2080;1920;1800;2100;175;162;196;174;168;152;223;2228
039 DP - Vila Gustavo;2023;FURTO DE VEÍCULO;550;440;410;380;430;45;53;40;46;48;33;28;5140
039 DP - Vila Gustavo;2022;HOMICÍDIO DOLOSO (2);0;0;0;0;10;0;0;0;0;2;0;0;30
039 DP - Vila Gustavo;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;10;0;0;0;0;3;0;0;40
039 DP - Vila Gustavo;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;10;0;0;0;0;0;0;0;0;0;10
039 DP - Vila Gustavo;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2022;TENTATIVA DE HOMICÍDIO;0;0;0;10;10;1;0;0;0;0;1;1;50
039 DP - Vila Gustavo;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2022;LESÃO CORPORAL DOLOSA;230;450;380;260;330;31;35;28;34;25;45;48;4110
039 DP - Vila Gustavo;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;130;100;120;120;90;13;17;18;15;17;9;11;1560
039 DP - Vila Gustavo;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;10;50;1;0;5;1;1;0;1;150
039 DP - Vila Gustavo;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;1;10
039 DP - Vila Gustavo;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;1;10
039 DP - Vila Gustavo;2022;TOTAL DE ESTUPRO (4);20;10;50;50;30;1;3;7;1;1;2;2;330
039 DP - Vila Gustavo;2022;ESTUPRO;0;10;0;10;10;0;1;2;0;1;1;2;100
039 DP - Vila Gustavo;2022;ESTUPRO DE VULNERÁVEL;20;0;50;40;20;1;2;5;1;0;1;0;230
039 DP - Vila Gustavo;2022;TOTAL DE ROUBO - OUTROS (1);730;910;820;1070;900;74;71;82;123;94;97;103;1087
039 DP - Vila Gustavo;2022;ROUBO - OUTROS;720;900;800;1060;890;73;70;78;118;89;96;101;1062
039 DP - Vila Gustavo;2022;ROUBO DE VEÍCULO;80;80;40;60;30;5;7;8;4;16;17;3;890
039 DP - Vila Gustavo;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
039 DP - Vila Gustavo;2022;ROUBO DE CARGA;10;10;20;10;10;1;1;4;5;5;1;2;250
039 DP - Vila Gustavo;2022;FURTO - OUTROS;1600;1670;2060;1780;2400;189;182;202;159;181;178;176;2218
039 DP - Vila Gustavo;2022;FURTO DE VEÍCULO;530;550;730;600;630;65;66;66;54;54;57;51;7170
090 DP - Parque Novo Mundo;2025;HOMICÍDIO DOLOSO (2);0;0;10;0;0;;;;;;;;10
090 DP - Parque Novo Mundo;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;20;0;0;;;;;;;;20
090 DP - Parque Novo Mundo;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;10;0;10;;;;;;;;30
090 DP - Parque Novo Mundo;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;TENTATIVA DE HOMICÍDIO;0;0;0;10;10;;;;;;;;20
090 DP - Parque Novo Mundo;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;10;0;;;;;;;;10
090 DP - Parque Novo Mundo;2025;LESÃO CORPORAL DOLOSA;220;200;230;200;200;;;;;;;;1050
090 DP - Parque Novo Mundo;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;80;130;150;160;90;;;;;;;;610
090 DP - Parque Novo Mundo;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;10;0;0;;;;;;;;20
090 DP - Parque Novo Mundo;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;TOTAL DE ESTUPRO (4);20;10;50;20;0;;;;;;;;100
090 DP - Parque Novo Mundo;2025;ESTUPRO;20;0;0;0;0;;;;;;;;20
090 DP - Parque Novo Mundo;2025;ESTUPRO DE VULNERÁVEL;0;10;50;20;0;;;;;;;;80
090 DP - Parque Novo Mundo;2025;TOTAL DE ROUBO - OUTROS (1);720;310;550;680;530;;;;;;;;2790
090 DP - Parque Novo Mundo;2025;ROUBO - OUTROS;620;270;480;580;480;;;;;;;;2430
090 DP - Parque Novo Mundo;2025;ROUBO DE VEÍCULO;40;80;100;40;60;;;;;;;;320
090 DP - Parque Novo Mundo;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
090 DP - Parque Novo Mundo;2025;ROUBO DE CARGA;100;40;70;100;50;;;;;;;;360
090 DP - Parque Novo Mundo;2025;FURTO - OUTROS;1030;1060;1010;1420;1070;;;;;;;;5590
090 DP - Parque Novo Mundo;2025;FURTO DE VEÍCULO;210;200;190;310;210;;;;;;;;1120
090 DP - Parque Novo Mundo;2024;HOMICÍDIO DOLOSO (2);0;10;0;0;0;1;0;0;0;0;0;2;40
090 DP - Parque Novo Mundo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;20;0;0;0;1;0;0;0;0;0;2;50
090 DP - Parque Novo Mundo;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;10;10;10;1;1;1;2;1;1;2;130
090 DP - Parque Novo Mundo;2024;HOMICÍDIO CULPOSO OUTROS;0;10;0;0;0;0;0;0;0;0;0;0;10
090 DP - Parque Novo Mundo;2024;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;2;0;1;1;40
090 DP - Parque Novo Mundo;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2024;LESÃO CORPORAL DOLOSA;100;270;260;190;210;11;17;17;16;22;18;23;2270
090 DP - Parque Novo Mundo;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;110;80;40;100;110;4;6;12;10;9;8;12;1050
090 DP - Parque Novo Mundo;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;0;20;0;2;0;0;0;1;0;0;60
090 DP - Parque Novo Mundo;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;1;0;0;10
090 DP - Parque Novo Mundo;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;1;0;0;10
090 DP - Parque Novo Mundo;2024;TOTAL DE ESTUPRO (4);20;10;30;10;30;1;1;2;1;0;6;2;230
090 DP - Parque Novo Mundo;2024;ESTUPRO;0;0;10;0;0;1;1;1;1;0;1;0;60
090 DP - Parque Novo Mundo;2024;ESTUPRO DE VULNERÁVEL;20;10;20;10;30;0;0;1;0;0;5;2;170
090 DP - Parque Novo Mundo;2024;TOTAL DE ROUBO - OUTROS (1);800;730;630;910;780;73;60;58;54;67;73;66;8360
090 DP - Parque Novo Mundo;2024;ROUBO - OUTROS;700;640;590;840;740;70;54;51;52;59;63;49;7490
090 DP - Parque Novo Mundo;2024;ROUBO DE VEÍCULO;90;130;130;130;190;16;10;5;10;11;12;21;1520
090 DP - Parque Novo Mundo;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2024;ROUBO DE CARGA;100;90;40;70;40;3;6;7;2;8;10;17;870
090 DP - Parque Novo Mundo;2024;FURTO - OUTROS;1300;1120;1220;1130;1470;121;113;117;129;140;112;97;1453
090 DP - Parque Novo Mundo;2024;FURTO DE VEÍCULO;310;240;230;250;160;17;15;22;18;23;12;21;2470
090 DP - Parque Novo Mundo;2023;HOMICÍDIO DOLOSO (2);0;0;0;10;0;0;1;0;1;1;1;0;50
090 DP - Parque Novo Mundo;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;10;0;0;1;0;1;1;1;0;50
090 DP - Parque Novo Mundo;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;20;0;0;0;0;1;0;0;1;3;0;1;80
090 DP - Parque Novo Mundo;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;TENTATIVA DE HOMICÍDIO;0;0;0;20;0;0;0;1;0;1;0;0;40
090 DP - Parque Novo Mundo;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;1;0;10
090 DP - Parque Novo Mundo;2023;LESÃO CORPORAL DOLOSA;130;120;230;130;260;18;15;30;23;26;17;20;2360
090 DP - Parque Novo Mundo;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;80;70;120;80;90;8;6;15;12;15;5;5;1100
090 DP - Parque Novo Mundo;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;2;0;1;1;0;40
090 DP - Parque Novo Mundo;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;TOTAL DE ESTUPRO (4);0;0;0;0;20;3;0;3;2;2;0;2;140
090 DP - Parque Novo Mundo;2023;ESTUPRO;0;0;0;0;0;2;0;0;0;1;0;0;30
090 DP - Parque Novo Mundo;2023;ESTUPRO DE VULNERÁVEL;0;0;0;0;20;1;0;3;2;1;0;2;110
090 DP - Parque Novo Mundo;2023;TOTAL DE ROUBO - OUTROS (1);750;680;530;650;700;65;74;79;63;88;79;68;8470
090 DP - Parque Novo Mundo;2023;ROUBO - OUTROS;680;630;430;570;600;58;66;75;54;84;56;64;7480
090 DP - Parque Novo Mundo;2023;ROUBO DE VEÍCULO;110;40;40;90;130;9;8;11;9;4;13;9;1040
090 DP - Parque Novo Mundo;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2023;ROUBO DE CARGA;70;50;100;80;100;7;8;4;9;4;23;4;990
090 DP - Parque Novo Mundo;2023;FURTO - OUTROS;1220;900;830;710;1010;96;149;114;112;95;134;111;1278
090 DP - Parque Novo Mundo;2023;FURTO DE VEÍCULO;210;220;80;130;150;24;13;26;24;34;26;20;2460
090 DP - Parque Novo Mundo;2022;HOMICÍDIO DOLOSO (2);20;0;0;20;0;0;0;0;0;2;0;0;60
090 DP - Parque Novo Mundo;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;0;20;0;0;0;0;0;2;0;0;60
090 DP - Parque Novo Mundo;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;10;10;20;20;0;2;2;0;0;1;0;120
090 DP - Parque Novo Mundo;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;10;0;0;0;0;0;0;0;0;10
090 DP - Parque Novo Mundo;2022;TENTATIVA DE HOMICÍDIO;0;10;0;10;0;2;1;2;0;2;1;0;100
090 DP - Parque Novo Mundo;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2022;LESÃO CORPORAL DOLOSA;210;150;210;210;100;23;20;8;26;21;15;14;2150
090 DP - Parque Novo Mundo;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;100;60;50;60;90;9;10;8;10;11;10;10;1040
090 DP - Parque Novo Mundo;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;10;10;0;0;1;0;0;0;0;2;50
090 DP - Parque Novo Mundo;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
090 DP - Parque Novo Mundo;2022;TOTAL DE ESTUPRO (4);0;20;10;30;0;4;1;0;2;3;2;2;200
090 DP - Parque Novo Mundo;2022;ESTUPRO;0;10;10;0;0;1;0;0;0;1;1;0;50
090 DP - Parque Novo Mundo;2022;ESTUPRO DE VULNERÁVEL;0;10;0;30;0;3;1;0;2;2;1;2;150
090 DP - Parque Novo Mundo;2022;TOTAL DE ROUBO - OUTROS (1);660;530;750;590;690;73;76;62;74;84;83;96;8700
090 DP - Parque Novo Mundo;2022;ROUBO - OUTROS;610;450;680;540;630;70;75;57;63;71;76;78;7810
090 DP - Parque Novo Mundo;2022;ROUBO DE VEÍCULO;70;60;120;130;90;9;13;11;11;11;15;12;1290
090 DP - Parque Novo Mundo;2022;ROUBO A BANCO;0;0;0;0;0;0;0;1;0;0;0;0;10
090 DP - Parque Novo Mundo;2022;ROUBO DE CARGA;50;80;70;50;60;3;1;4;11;13;7;18;880
090 DP - Parque Novo Mundo;2022;FURTO - OUTROS;1000;890;1490;840;1280;124;121;131;125;126;123;117;1417
090 DP - Parque Novo Mundo;2022;FURTO DE VEÍCULO;200;180;300;300;190;17;23;25;24;32;31;19;2880
062 DP - Ermelino Matarazzo;2025;HOMICÍDIO DOLOSO (2);0;10;0;10;0;;;;;;;;20
062 DP - Ermelino Matarazzo;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;0;10;0;;;;;;;;20
062 DP - Ermelino Matarazzo;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;30;20;0;20;10;;;;;;;;80
062 DP - Ermelino Matarazzo;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;TENTATIVA DE HOMICÍDIO;0;10;0;0;10;;;;;;;;20
062 DP - Ermelino Matarazzo;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;10;0;0;0;;;;;;;;10
062 DP - Ermelino Matarazzo;2025;LESÃO CORPORAL DOLOSA;470;430;530;500;310;;;;;;;;2240
062 DP - Ermelino Matarazzo;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;100;20;70;60;60;;;;;;;;310
062 DP - Ermelino Matarazzo;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;10;30;10;;;;;;;;60
062 DP - Ermelino Matarazzo;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;TOTAL DE ESTUPRO (4);50;10;30;10;30;;;;;;;;130
062 DP - Ermelino Matarazzo;2025;ESTUPRO;20;10;10;0;10;;;;;;;;50
062 DP - Ermelino Matarazzo;2025;ESTUPRO DE VULNERÁVEL;30;0;20;10;20;;;;;;;;80
062 DP - Ermelino Matarazzo;2025;TOTAL DE ROUBO - OUTROS (1);700;830;840;620;530;;;;;;;;3520
062 DP - Ermelino Matarazzo;2025;ROUBO - OUTROS;680;790;840;600;520;;;;;;;;3430
062 DP - Ermelino Matarazzo;2025;ROUBO DE VEÍCULO;30;80;100;30;50;;;;;;;;290
062 DP - Ermelino Matarazzo;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
062 DP - Ermelino Matarazzo;2025;ROUBO DE CARGA;20;40;0;20;10;;;;;;;;90
062 DP - Ermelino Matarazzo;2025;FURTO - OUTROS;890;1340;1410;1420;1720;;;;;;;;6780
062 DP - Ermelino Matarazzo;2025;FURTO DE VEÍCULO;280;320;180;230;280;;;;;;;;1290
062 DP - Ermelino Matarazzo;2024;HOMICÍDIO DOLOSO (2);20;0;0;0;10;0;0;0;0;0;0;1;40
062 DP - Ermelino Matarazzo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;0;0;10;0;0;0;0;0;0;1;40
062 DP - Ermelino Matarazzo;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;20;10;10;20;0;0;2;1;0;0;0;90
062 DP - Ermelino Matarazzo;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;TENTATIVA DE HOMICÍDIO;0;0;0;10;0;0;0;0;1;1;0;3;60
062 DP - Ermelino Matarazzo;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;10;0;0;0;0;0;0;0;0;0;0;10
062 DP - Ermelino Matarazzo;2024;LESÃO CORPORAL DOLOSA;290;380;470;330;300;31;35;32;58;44;47;41;4650
062 DP - Ermelino Matarazzo;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;50;30;130;110;130;16;14;8;11;9;3;9;1150
062 DP - Ermelino Matarazzo;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;1;0;0;1;1;1;0;40
062 DP - Ermelino Matarazzo;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;TOTAL DE ESTUPRO (4);40;10;40;20;40;0;5;7;6;7;5;2;470
062 DP - Ermelino Matarazzo;2024;ESTUPRO;10;0;10;0;10;0;1;2;2;3;1;2;140
062 DP - Ermelino Matarazzo;2024;ESTUPRO DE VULNERÁVEL;30;10;30;20;30;0;4;5;4;4;4;0;330
062 DP - Ermelino Matarazzo;2024;TOTAL DE ROUBO - OUTROS (1);780;870;630;750;610;58;73;46;63;62;58;55;7790
062 DP - Ermelino Matarazzo;2024;ROUBO - OUTROS;780;860;630;750;610;58;72;46;62;62;58;54;7750
062 DP - Ermelino Matarazzo;2024;ROUBO DE VEÍCULO;40;40;70;80;40;4;9;7;3;5;6;17;780
062 DP - Ermelino Matarazzo;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
062 DP - Ermelino Matarazzo;2024;ROUBO DE CARGA;0;10;0;0;0;0;1;0;1;0;0;1;40
062 DP - Ermelino Matarazzo;2024;FURTO - OUTROS;1460;1190;1190;1460;1370;113;148;149;134;103;106;112;1532
062 DP - Ermelino Matarazzo;2024;FURTO DE VEÍCULO;370;330;360;350;280;36;29;33;32;31;26;37;3930
062 DP - Ermelino Matarazzo;2023;HOMICÍDIO DOLOSO (2);0;0;0;20;0;0;0;0;0;0;0;0;20
062 DP - Ermelino Matarazzo;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;20;0;0;0;0;0;0;0;0;20
062 DP - Ermelino Matarazzo;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
